gene	core	inter	rare	total_presence	truncation_assignments	gene_class	label	fill	means
group_4862**	2	4	14	20	normal	Varied	20/47	Core, intermediate and rare	0.2422351
eno_2	2	4	14	20	normal	Varied	20/47	Core, intermediate and rare	0.2394696
mntB_3	0	0	4	4	secondary variant (short)	Rare	4/47	Multi-cluster rare	0.09737801
group_3147*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_8837	1	1	2	4	normal	Varied	4/47	Core, intermediate and rare	0.4859914
group_3145***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_3168***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_1757	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_6830****	0	0	17	17	common variant (short)	Rare	17/47	Multi-cluster rare	0.02479996
group_4442*********	0	6	18	24	normal	Varied	24/47	Intermediate and rare	0.1526106
group_4443****	0	6	18	24	normal	Varied	24/47	Intermediate and rare	0.1473069
group_4441*****	0	9	21	30	normal	Varied	30/47	Intermediate and rare	0.1359733
group_1755*	1	1	1	3	normal	Varied	3/47	Core, intermediate and rare	0.4598684
group_6835**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_3166**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_6837**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_1756	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_3154	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.06363636
group_11615	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.03244736
group_4114**	1	0	1	2	common variant (long)	Varied	2/47	Core and rare	0.5
group_4115*	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.03315406
group_3636	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.03315406
ugd_1	0	0	4	4	normal	Rare	4/47	Multi-cluster rare	0.03459084
group_6075**********	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.09270228
group_7051**	0	3	2	5	normal	Varied	5/47	Intermediate and rare	0.1799551
group_5720	0	3	2	5	normal	Varied	5/47	Intermediate and rare	0.1799551
group_3120**	0	2	3	5	normal	Varied	5/47	Intermediate and rare	0.1780683
yusV_2	0	3	2	5	normal	Varied	5/47	Intermediate and rare	0.1799551
group_1508***	0	3	2	5	normal	Varied	5/47	Intermediate and rare	0.1799551
group_1509	0	1	2	3	normal	Varied	3/47	Intermediate and rare	0.07954268
group_5715*	0	1	2	3	normal	Varied	3/47	Intermediate and rare	0.07954268
group_7057**	0	1	2	3	normal	Varied	3/47	Intermediate and rare	0.07954268
group_9298*	0	1	3	4	normal	Varied	4/47	Intermediate and rare	0.2387807
group_4121*	0	1	3	4	normal	Varied	4/47	Intermediate and rare	0.06696727
group_5709**	0	0	2	2	secondary variant (short)	Rare	2/47	Multi-cluster rare	0.02316017
group_1517*****	0	1	3	4	normal	Varied	4/47	Intermediate and rare	0.07007368
group_1038*	0	3	1	4	secondary variant (short)	Varied	4/47	Intermediate and rare	0.4851059
group_9116	1	0	8	9	normal	Varied	9/47	Core and rare	0.1603355
group_6558*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6559	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6560*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6562	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6563*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_105*****	1	2	5	8	common variant (short)	Varied	8/47	Core, intermediate and rare	0.223364
group_6564	0	0	1	1	secondary variant (long)	Rare	1/47	Cluster specific rare	0.009090909
group_1575**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.02727273
group_282	0	6	13	19	common variant (long)	Varied	19/47	Intermediate and rare	0.1814524
hlyB_1	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.02727273
group_1053*	1	3	3	7	normal	Varied	7/47	Core, intermediate and rare	0.2896358
group_2518	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.01818182
group_2933	0	4	10	14	normal	Varied	14/47	Intermediate and rare	0.1421621
group_5573*	0	2	4	6	normal	Varied	6/47	Intermediate and rare	0.3224878
group_2532	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.04545455
group_6573****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.03636364
group_6575****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_1591	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.02727273
group_4019****	0	0	13	13	common variant (long)	Rare	13/47	Multi-cluster rare	0.03892034
group_6039***********	0	8	11	19	normal	Varied	19/47	Intermediate and rare	0.2261507
group_2803*	2	8	13	23	normal	Varied	23/47	Core, intermediate and rare	0.3073738
group_6584***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6587**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6588	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6597**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6598**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6604*	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.009090909
group_2892	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.02727273
yhbX_2*	0	2	11	13	common variant (long)	Varied	13/47	Intermediate and rare	0.08078351
group_2374**	0	0	7	7	normal	Rare	7/47	Multi-cluster rare	0.05090908
group_6608*****	0	0	2	2	normal	Rare	2/47	Multi-cluster rare	0.02341338
group_2683****	0	0	9	9	common variant (long)	Rare	9/47	Multi-cluster rare	0.03051289
group_4090******	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.04433354
group_5405****	1	7	9	17	normal	Varied	17/47	Core, intermediate and rare	0.3002243
group_6589***	0	1	3	4	normal	Varied	4/47	Intermediate and rare	0.05732256
group_136	7	9	12	28	normal	Varied	28/47	Core, intermediate and rare	0.4206308
group_5829****	0	0	2	2	normal	Rare	2/47	Multi-cluster rare	0.03376623
repB**	0	4	10	14	normal	Varied	14/47	Intermediate and rare	0.2064574
group_5869	0	4	12	16	normal	Varied	16/47	Intermediate and rare	0.1823562
group_567	0	4	12	16	normal	Varied	16/47	Intermediate and rare	0.1851972
group_4666*******	0	4	11	15	normal	Varied	15/47	Intermediate and rare	0.1505114
group_2389*	0	3	12	15	normal	Varied	15/47	Intermediate and rare	0.102269
group_2921*****	0	4	12	16	normal	Varied	16/47	Intermediate and rare	0.1432256
group_3465***	0	7	14	21	normal	Varied	21/47	Intermediate and rare	0.1817865
group_3545***	0	2	6	8	normal	Varied	8/47	Intermediate and rare	0.1416514
group_566*	0	6	13	19	normal	Varied	19/47	Intermediate and rare	0.1809081
group_5142**	0	7	14	21	normal	Varied	21/47	Intermediate and rare	0.1816532
group_5958**	0	2	12	14	normal	Varied	14/47	Intermediate and rare	0.1209892
group_4910*	0	2	12	14	normal	Varied	14/47	Intermediate and rare	0.119907
pifC_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.05454545
group_13814	0	4	15	19	normal	Varied	19/47	Intermediate and rare	0.1342377
group_13815	0	5	13	18	common variant (long)	Varied	18/47	Intermediate and rare	0.1429578
group_2376******	2	11	6	19	normal	Varied	19/47	Core, intermediate and rare	0.5173982
group_2923*****	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.0603424
group_874*	0	4	11	15	normal	Varied	15/47	Intermediate and rare	0.09461189
group_2516*	1	3	10	14	normal	Varied	14/47	Core, intermediate and rare	0.2162888
group_3912	0	3	10	13	normal	Varied	13/47	Intermediate and rare	0.1595255
group_3916**	1	3	9	13	normal	Varied	13/47	Core, intermediate and rare	0.2327868
group_5764******	0	3	10	13	normal	Varied	13/47	Intermediate and rare	0.1547768
group_3868******	1	3	12	16	normal	Varied	16/47	Core, intermediate and rare	0.1757969
group_3477*********	1	3	10	14	normal	Varied	14/47	Core, intermediate and rare	0.1954882
group_2377****	1	4	13	18	normal	Varied	18/47	Core, intermediate and rare	0.2004504
group_6282*	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.1991813
group_5754*	0	1	4	5	normal	Varied	5/47	Intermediate and rare	0.2010162
group_1063	0	0	3	3	normal	Rare	3/47	Multi-cluster rare	0.08514029
group_2079******	0	2	16	18	normal	Varied	18/47	Intermediate and rare	0.05820276
group_7799	0	1	2	3	normal	Varied	3/47	Intermediate and rare	0.1078563
tfaE_2*****	1	2	12	15	normal	Varied	15/47	Core, intermediate and rare	0.1650221
group_1680*****	0	1	5	6	common variant (long)	Varied	6/47	Intermediate and rare	0.06520072
group_49***	1	2	1	4	normal	Varied	4/47	Core, intermediate and rare	0.6297241
group_3475********	6	10	10	26	common variant (long)	Varied	26/47	Core, intermediate and rare	0.4452303
group_5979**	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.02667258
group_5980	0	0	5	5	normal	Rare	5/47	Multi-cluster rare	0.02667258
group_11030	0	0	4	4	secondary variant (short)	Rare	4/47	Multi-cluster rare	0.01730735
dgaR_2	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.02727273
group_4330*	0	1	5	6	normal	Varied	6/47	Intermediate and rare	0.0507372
group_6401**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
papD_3	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6403	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6404*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6405**	0	0	1	1	secondary variant (long)	Rare	1/47	Cluster specific rare	0.009090909
sfaS	0	3	2	5	normal	Varied	5/47	Intermediate and rare	0.2633601
sfaA	0	2	2	4	normal	Varied	4/47	Intermediate and rare	0.2644646
group_6409******	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6412****	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6413	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6438*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6440	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_5528****	2	3	11	16	normal	Varied	16/47	Core, intermediate and rare	0.2502967
group_6452**	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.009090909
group_6453**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
uvrC_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.01818182
group_6459	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_3005**	0	4	16	20	normal	Varied	20/47	Intermediate and rare	0.1206574
group_3006**	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.03851937
group_3007***	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.03767406
group_6462	0	0	3	3	normal	Rare	3/47	Multi-cluster rare	0.02877363
group_7981	1	2	6	9	normal	Varied	9/47	Core, intermediate and rare	0.2149246
group_1174	0	0	2	2	normal	Rare	2/47	Multi-cluster rare	0.08522727
group_3474*******	1	7	13	21	normal	Varied	21/47	Core, intermediate and rare	0.2313211
cia**	0	2	8	10	common variant (long)	Varied	10/47	Intermediate and rare	0.1215609
group_2703****	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.02727273
group_6613***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6614	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
yabJ_1	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
yihN_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_6617*	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.009090909
group_5632******	0	2	19	21	normal	Varied	21/47	Intermediate and rare	0.0642417
group_9049*	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.06429658
group_3733**	0	3	18	21	normal	Varied	21/47	Intermediate and rare	0.07831638
group_6653	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.009090909
group_7668**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
rayT_1	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.01818182
uxaA_2	2	0	5	7	normal	Varied	7/47	Core and rare	0.3330806
rhmT_2*	2	0	5	7	normal	Varied	7/47	Core and rare	0.3265871
yagE	2	0	5	7	normal	Varied	7/47	Core and rare	0.3288789
iclR_1	2	0	5	7	normal	Varied	7/47	Core and rare	0.3348889
group_3437	4	5	5	14	normal	Varied	14/47	Core, intermediate and rare	0.5314468
apxIB	6	3	5	14	normal	Varied	14/47	Core, intermediate and rare	0.5576159
prsE	7	2	5	14	normal	Varied	14/47	Core, intermediate and rare	0.5642942
group_513**	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.04545455
dhfrI***	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.06006289
group_24***	0	3	16	19	normal	Varied	19/47	Intermediate and rare	0.08631588
yjgL_1	3	1	1	5	secondary variant (short)	Varied	5/47	Core, intermediate and rare	0.7705586
yjgL_1*	4	9	5	18	normal	Varied	18/47	Core, intermediate and rare	0.6377733
yjgN*	26	4	2	32	common variant (long)	Varied	32/47	Core, intermediate and rare	0.8862685
group_1328*****	1	2	5	8	normal	Varied	8/47	Core, intermediate and rare	0.310007
group_2657**	1	2	5	8	normal	Varied	8/47	Core, intermediate and rare	0.3072292
traC_1***	1	2	5	8	normal	Varied	8/47	Core, intermediate and rare	0.3155015
group_5251**	1	2	5	8	normal	Varied	8/47	Core, intermediate and rare	0.3127237
group_2318	1	2	5	8	normal	Varied	8/47	Core, intermediate and rare	0.3127237
group_3348*****	1	2	4	7	normal	Varied	7/47	Core, intermediate and rare	0.3389859
group_2619***	1	1	4	6	normal	Varied	6/47	Core, intermediate and rare	0.2569398
ydiO******	1	1	4	6	normal	Varied	6/47	Core, intermediate and rare	0.2582188
group_3359*****	2	1	4	7	normal	Varied	7/47	Core, intermediate and rare	0.3608764
group_7673	0	0	2	2	normal	Rare	2/47	Multi-cluster rare	0.005930496
group_7675**	0	0	6	6	normal	Rare	6/47	Multi-cluster rare	0.04440806
group_4633*	0	0	5	5	common variant (long)	Rare	5/47	Multi-cluster rare	0.07335967
group_3019*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.03636364
group_2254	0	2	6	8	normal	Varied	8/47	Intermediate and rare	0.09148536
group_9114	0	0	7	7	normal	Rare	7/47	Multi-cluster rare	0.03246279
group_314	1	1	4	6	normal	Varied	6/47	Core, intermediate and rare	0.2583172
group_5822	1	2	4	7	normal	Varied	7/47	Core, intermediate and rare	0.3418814
fic_2	1	3	5	9	normal	Varied	9/47	Core, intermediate and rare	0.3309509
group_2255****	1	3	5	9	normal	Varied	9/47	Core, intermediate and rare	0.3306448
ybbH*	2	4	9	15	normal	Varied	15/47	Core, intermediate and rare	0.2881952
ptsG_2*	2	4	9	15	normal	Varied	15/47	Core, intermediate and rare	0.2881952
nanE_2	2	4	9	15	normal	Varied	15/47	Core, intermediate and rare	0.2881952
group_4749*******	2	3	8	13	normal	Varied	13/47	Core, intermediate and rare	0.3133751
lgoD_2	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_2257	0	1	6	7	normal	Varied	7/47	Intermediate and rare	0.06544849
group_7684***	0	0	1	1	secondary variant (short)	Rare	1/47	Cluster specific rare	0.009090909
group_2749*****	0	1	6	7	normal	Varied	7/47	Intermediate and rare	0.05833732
group_5762*	0	1	8	9	normal	Varied	9/47	Intermediate and rare	0.06152248
group_5763	0	1	7	8	normal	Varied	8/47	Intermediate and rare	0.05190132
group_1500*	0	2	6	8	common variant (long)	Varied	8/47	Intermediate and rare	0.1232761
group_3471***	0	4	16	20	common variant (long)	Varied	20/47	Intermediate and rare	0.07759401
group_4106*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.01818182
group_5964	0	0	1	1	long variant	Rare	1/47	Cluster specific rare	0.01818182
group_2635****	0	2	12	14	normal	Varied	14/47	Intermediate and rare	0.07049199
group_3620****	0	1	10	11	common variant (long)	Varied	11/47	Intermediate and rare	0.05910843
group_5967*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_970**	0	8	16	24	normal	Varied	24/47	Intermediate and rare	0.1676503
group_5337	0	8	15	23	normal	Varied	23/47	Intermediate and rare	0.1582555
group_1865*****	0	8	15	23	common variant (long)	Varied	23/47	Intermediate and rare	0.1538854
group_3750****	0	8	16	24	common variant (long)	Varied	24/47	Intermediate and rare	0.1675932
group_3751********	0	7	16	23	normal	Varied	23/47	Intermediate and rare	0.1660062
group_4093**	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.01818182
group_4091*********	0	3	12	15	common variant (long)	Varied	15/47	Intermediate and rare	0.2025308
group_5567*****	0	1	5	6	normal	Varied	6/47	Intermediate and rare	0.1094798
group_8608*	2	4	9	15	normal	Varied	15/47	Core, intermediate and rare	0.2295379
group_4084***	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.01818182
dnaB_1	0	3	16	19	normal	Varied	19/47	Intermediate and rare	0.1144048
group_1816**	0	6	9	15	common variant (long)	Varied	15/47	Intermediate and rare	0.2734635
group_1416	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.04545455
group_4071	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.02727273
group_4451***	0	1	14	15	normal	Varied	15/47	Intermediate and rare	0.08646357
hin_3**	0	0	10	10	normal	Rare	10/47	Multi-cluster rare	0.03786568
group_5968	0	0	1	1	short variant	Rare	1/47	Cluster specific rare	0.009090909
group_5969*	0	0	1	1	normal	Rare	1/47	Cluster specific rare	0.009090909
group_5970***	0	0	2	2	common variant (long)	Rare	2/47	Multi-cluster rare	0.02186147
group_5901	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08749602
group_625***	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08749602
group_1849************	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08749602
group_4453	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.09233529
group_3885********	0	1	12	13	common variant (long)	Varied	13/47	Intermediate and rare	0.08448969
group_3884***	0	1	12	13	common variant (long)	Varied	13/47	Intermediate and rare	0.08513883
group_3476************	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.08544883
group_11124	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.0833642
group_2634**	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08734141
group_2635*****	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08379327
group_1860***	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08749602
group_4194*******	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08604712
group_9791	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08394922
group_1502	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08749602
group_1866****	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08474877
group_8042****	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08719463
group_4191	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08749602
group_2538****	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08669647
group_9793*	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08329511
group_283**	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.09040685
group_9342**	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08329511
group_2539****	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08604712
group_4464*********	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.0564848
group_5930**	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08604712
group_5258***********	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.07693152
group_2189**********	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08504403
group_4208********	0	1	15	16	normal	Varied	16/47	Intermediate and rare	0.08499711
group_5938****	0	1	12	13	normal	Varied	13/47	Intermediate and rare	0.08620117
group_9293	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.09089738
group_1889**	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.08604712
group_4455****	0	1	13	14	normal	Varied	14/47	Intermediate and rare	0.07607424
group_3555*****************	0	5	18	23	common variant (short)	Varied	23/47	Intermediate and rare	0.09350196
group_3736****	0	0	9	9	normal	Rare	9/47	Multi-cluster rare	0.0216545
group_696*****	0	7	15	22	normal	Varied	22/47	Intermediate and rare	0.1516331
group_2189***********	0	2	10	12	normal	Varied	12/47	Intermediate and rare	0.1197472
group_439	0	3	7	10	normal	Varied	10/47	Intermediate and rare	0.1699713
